,07-ghost,3-gatsu-no-lion,7seeds,91-days,acca-13,aico-incarnation,amagi-brilliant-park,appare-ranman,assassination-classroom,baby-steps,ballroom-e-youkoso,banana-fish,barakamon,blue-lock,blue-period,bocchi-the-rock,boku-no-hero-academia,bungo-stray-dogs,burn-the-witch,chainsaw-man,charlotte,chihayafuru,cider-no-you-ni-kotoba-ga-wakiagaru,deca-dence,dr-stone,drifting-dragons,eighty-six,fire-force,flying-witch,free,fruits-basket,fugou-keiji,giant-killing,gleipnir,great-pretender,hibike-euphonium,horimiya,hyouka,id-invaded,iron-blooded-orphans,jujutsu-kaisen,k-return-of-kings,kabukichou-sherlock,kaze-ga-tsuyoku-fuiteiru,kobayashi-san-dragon-maid,kuroko-no-basket,lycoris-recoil,magic-kaito-1412,mahoutsukai-no-yome,maou-gakuin-no-futekigousha,mawaru-penguindrum,megalobox,mushishi,nagi-no-asukara,no-guns-life,orbital-children,paripi-koumei,peachboy-riverside,planetes,plunderer,princess-principal,psycho-pass,relife,sayounara-zetsubou-sensei,shirobako,sirius-the-jaeger,ssss-dynazenon,standing-on-a-million-lives,suisei-no-majo,sukitte-ii-na-yo,summer-time-rendering,takt-op-destiny,tales-of-zestiria-the-x,tamako-love-story,tantei-wa-mou-shindeiru,tonari-no-kaibutsu-kun,usagi-drop,vanitas-no-karte,vinland-saga,violet-evergarden,vivy-flourite-eyes-song,wotaku-ni-koi-wa-muzukashii,yakusoku-no-neverland,yowamushi-pedal,yuru-camp
fire-force,0.016233896349709266,0.012841580771789653,0.013561386533047943,0.013472232900122899,0.013501916898624797,0.011202270027228723,0.0060359025156217815,0.009584307783346933,0.017944332133617985,0.0059003264650815904,0.005053529650397839,0.018981198710471225,0.015128442470364177,0.012651713307583098,0.010888365866543178,0.009075217722985566,0.011260435538314089,0.024037358279385936,0.010004947190997726,0.009494040864165094,0.01706898499128951,0.004641106270130687,0.013801578452011744,0.01625878661865728,0.047971489980477115,0.015877934964675204,0.023618462672811376,1.0,0.007272398578575984,0.005652662925428917,0.01210796871244349,0.012994952845810035,0.006903411932545405,0.007664379292701113,0.015179829280206428,0.009273479958064757,0.0016263274637241642,0.004987719732606121,0.015075058677371623,0.019441967635337773,0.016169762303611192,0.013556575729964939,0.03428395439914961,0.008254478914197935,0.012049933983944952,0.009554721488736193,0.013512659830881114,0.00938091455569891,0.010702793124215688,0.015069756929242015,0.005948350537048416,0.00901735375270117,0.03820139706914322,0.00875601854158644,0.014249913744445375,0.012510678322854641,0.006916142586026516,0.0214270347797059,0.02164800718988659,0.026361714061798817,0.015341191572749166,0.03113793861616043,0.003435768919626358,0.02146407586843821,0.01141129689293471,0.012398835236816785,0.006096484851409485,0.022721861461801673,0.00827675912608037,0.005706154031667333,0.005411210608944914,0.024623255961122626,0.010622665837233708,0.006252879124759328,0.007478670175663833,0.0036356962141532697,0.003663441772729853,0.009563473175941322,0.03441259348647935,0.010984143253498184,0.011826707077740096,0.0032254745122472913,0.017297043798129404,0.011758496937303317,0.013190072218712656
flying-witch,0.008507051080573567,0.019904166537184066,0.013094211237094765,0.23229846307928959,0.006020350500563545,0.003627216959064705,0.007426004192029872,0.006715765795813783,0.013708649749032535,0.004692998419093522,0.004368289616608561,0.008334354153156089,0.013357117519420474,0.011059937327295308,0.006203646048886751,0.00849741322462979,0.012249382072245431,0.008121742469025627,0.014251150692821873,0.004752382224541724,0.016233812836305306,0.004368763160712646,0.004777095281966805,0.007408008434103295,0.007305924907708068,0.008098740619748161,0.005654199688379856,0.007272398578575984,0.9999999999999998,0.02732297042430594,0.015692698013178553,0.007300272586598016,0.003989698056310173,0.00421785386605635,0.022401606837039977,0.0054987374911759455,0.005160426822643732,0.004976539947574943,0.007753150302751958,0.005213982559654445,0.0072632629181313794,0.00447722827819525,0.013850379713271164,0.006032401730678915,0.010277325842949388,0.03475374912922888,0.005466554456057049,0.009862988009802905,0.025881117871252867,0.016993786024154505,0.016167937272744116,0.008083073740073594,0.023484511283085548,0.007400874807920706,0.004742950539445398,0.0041446546523811745,0.004071072074506312,0.03586553328488007,0.01263828234409015,0.008702901595553569,0.0073651278824163535,0.005103754280147523,0.014716991173143753,0.01546606021599728,0.0140072288671035,0.005496159343454866,0.003009780916660305,0.011341945476276078,0.03825457573932218,0.009132548319708406,0.02187002459319875,0.014146957319279894,0.00312455891647389,0.044258480684206555,0.008423055740493119,0.007333496003989685,0.016690388597572655,0.012919023753877084,0.00911020484466999,0.0068792101348736125,0.0035625106301583683,0.013419871391005525,0.00596573972773924,0.005827289194860431,0.015364167240728463
free,0.005887913824499693,0.009790195183909582,0.14307259473826608,0.00566856153394263,0.005753071551358008,0.016412509734798846,0.005724090198246431,0.005548506030988106,0.06053928493567598,0.012891872934390725,0.060117774893882134,0.0074437745590460284,0.013235608882077875,0.032981417587906785,0.005764523850276282,0.0063945768645576615,0.006784629629142001,0.005708664401032568,0.002670055065806545,0.0027323720694760177,0.007778638726302846,0.01011161155034194,0.006104758394267215,0.0037753807527388006,0.00842533547860578,0.0070006366993907105,0.005106605735305012,0.005652662925428917,0.02732297042430594,1.0000000000000002,0.007565845638567769,0.011085200170304338,0.010521048091941002,0.003906970774809512,0.013305563926847104,0.027018544784723247,0.002699218640925394,0.006162172406668212,0.04119067819487965,0.0038902890886984465,0.0042575959574637934,0.0028581703090481635,0.005985980599865977,0.01668419467758586,0.006369187412884947,0.031002098909913765,0.005987210949311613,0.0038319014729621026,0.003620430425028489,0.016719217584470054,0.004612006099460367,0.017168635138635063,0.04078411926124498,0.021962591840969676,0.004908229845438741,0.003004388463699361,0.0031240562215540933,0.0051236832249814705,0.012958070474266021,0.004802544088206666,0.004606220401059344,0.010133730490548878,0.005321111858733939,0.0143986550054595,0.006509874938482723,0.0023199478688835807,0.005529584538033517,0.005837475897209386,0.004278094034710989,0.005829233447684937,0.012871247391360394,0.0064690146335809025,0.002140644075125338,0.007948010874524455,0.021305588462124107,0.4309833575001448,0.018676939087939253,0.0030664295791925796,0.005773430786682781,0.004368342584543642,0.004674185252902317,0.0029445594195583896,0.008224408429038122,0.014233231895534172,0.012146431830490549
fruits-basket,0.009894444373871122,0.01918378134643576,0.01564902410311281,0.012419043566647477,0.011797254817158353,0.0034912164497664004,0.007926371942949519,0.004756597896300974,0.014206602946333594,0.00575637845282808,0.0034735078076803165,0.015702322882667707,0.012326645878847277,0.011015571034410664,0.007707433160100725,0.012352152340198224,0.009765509002361512,0.009494129637420058,0.004806546146789657,0.008621955934997875,0.01147769714319019,0.017519914662523978,0.04908747439085103,0.013625113477150237,0.011009335158220404,0.007088801881862494,0.01106822549094234,0.01210796871244349,0.015692698013178553,0.007565845638567769,1.0000000000000002,0.01567256424436097,0.009287995918492716,0.00783998877908837,0.017054963123406815,0.007263618308034395,0.05942084385053039,0.007830031127355775,0.00835303555655869,0.007423018295414124,0.008945373294512976,0.03202349928426462,0.012401744578292276,0.06573997634875432,0.005608324679282451,0.006557567383477183,0.009103186728044041,0.009098482625967961,0.010243474984486238,0.004512433619263171,0.008475925408555995,0.013644287590451614,0.039794133291317646,0.009250744524952106,0.01141678189896082,0.005045418094919114,0.008449480285544453,0.016197660982250277,0.010667441535559402,0.008613660077736666,0.01014718038672294,0.017183504330246648,0.005388420005754632,0.024826995851288957,0.06229361192059805,0.006563143972112488,0.005862956355384764,0.0074800825266729334,0.005093611790156919,0.00943915598615946,0.004953559123178932,0.010362298204145047,0.00448057691183947,0.017537956547953888,0.00885858910004866,0.013236150346092327,0.010668661339545322,0.005516408964965612,0.015167618454766793,0.011185166178228807,0.005689524551695051,0.0056959134708990024,0.009971691890923791,0.008221330269347148,0.023031416382115148
fugou-keiji,0.008229291817603998,0.007453253367115388,0.014138117476471005,0.00978096143464803,0.06385006907009143,0.023550955595567438,0.007065205985182503,0.008844146425887888,0.010916450817274369,0.0050086852998528246,0.003811110675070237,0.03328112382208691,0.00809826136214265,0.01084556002896959,0.012520726347569457,0.006856579666229811,0.009337682961268327,0.025036183829448933,0.009523383190871449,0.013960631886770113,0.010877403241697815,0.0052674285423586435,0.009586011292285809,0.008479902315429375,0.009144208743456443,0.010679852163765376,0.008599000634585196,0.012994952845810035,0.007300272586598016,0.011085200170304338,0.01567256424436097,1.0000000000000002,0.01958663593215465,0.0050778024154654305,0.024013560745185188,0.04768016173029898,0.002395378467719106,0.009255459377081362,0.019424171432181177,0.0077256865229724135,0.010397065397253212,0.005641885908570948,0.023987086605816152,0.013052755114885913,0.0036580421924553483,0.004523657659395968,0.014000294277606136,0.03708075234849084,0.008808422674458931,0.009098886957701205,0.004380590449223484,0.008360864612702865,0.014580952506830664,0.003553221031752339,0.011883733293956098,0.013452151422179223,0.004745686674130057,0.006630081484728647,0.09538332025140227,0.007697222082815161,0.011361461561917575,0.04500581667294232,0.004430599438260824,0.07255721941613347,0.018386654283576012,0.0106866075996164,0.0024909154454836203,0.0081031287152345,0.004724896663439144,0.008464533149309904,0.0022979009161050476,0.013794368846986477,0.0030811305698277545,0.0077815456197272296,0.013831478141269789,0.008982900001759907,0.0059101640673805,0.0037232236752491724,0.013921511254450004,0.012397479563674938,0.039206185419929686,0.024485208620625074,0.010520411651417018,0.006210702415995075,0.009262295146216262
giant-killing,0.008199018525934958,0.02221485304766699,0.008506891180715787,0.00902625074564266,0.01577007677086821,0.0047018832980076225,0.01122712144705175,0.008863100627326969,0.023803125426266548,0.031757391021113565,0.01224078115551307,0.013277334399750111,0.010113513356665342,0.05873768034746662,0.009126273097900487,0.024478145671656133,0.01863260162592419,0.00702009794654844,0.0038735253649778713,0.004219672081703029,0.009979771722052323,0.015539275752525717,0.004796267124060817,0.008538433129877999,0.009348737580952862,0.013334021773585083,0.007826626837717794,0.006903411932545405,0.003989698056310173,0.010521048091941002,0.009287995918492716,0.01958663593215465,1.0,0.003103491511088401,0.019964081930653275,0.009606488909701748,0.002495096840773132,0.005050912097821574,0.005446476654479325,0.010721945576377472,0.007633868046486154,0.010491259341591038,0.010878613828399138,0.029493051583877734,0.022064715494843446,0.04319432693114436,0.006515054286115395,0.0065511246459596184,0.005755750272151645,0.004309617997380971,0.007289750741989685,0.047149299527576044,0.01615936525381079,0.013990644032286607,0.005161558595645832,0.005171548181422434,0.005790700172033718,0.005721383000162319,0.014850496489646033,0.007185057292503973,0.0078058291631005515,0.007752122577044625,0.0047319576708520624,0.025950711571564016,0.07263597424188896,0.00649194436126024,0.004464396478158789,0.005574213412139998,0.010066516797721295,0.006912979194539739,0.002691881352732746,0.011330347926822767,0.004886173354460228,0.011133732648753447,0.005230963408529386,0.02148958043954964,0.0048502438833117785,0.0046268818864684475,0.021688426720898168,0.010708306050450866,0.006330094847240097,0.00366331718784973,0.009103266919091706,0.019644407910922906,0.008471393217180954
gleipnir,0.007831871324067147,0.004699001092314508,0.006484178607715617,0.011220699667993899,0.0037651844252431085,0.01254889224474025,0.003765015690617761,0.004214967319717628,0.013882034720436677,0.003336273189187026,0.001568324925906192,0.011131594433381832,0.003980237857205229,0.006777413697193286,0.0037602245159099037,0.004556044521208343,0.0051884779844479645,0.008056095458912588,0.003096794687975437,0.00745855849550297,0.013923097603387318,0.003499932434847226,0.008674654959847202,0.0059854869818538135,0.006702729244276263,0.005009669493430393,0.004942181338211313,0.007664379292701113,0.00421785386605635,0.003906970774809512,0.00783998877908837,0.0050778024154654305,0.003103491511088401,1.0,0.008984140014569689,0.08542748624641247,0.001871170205404399,0.003342672501163722,0.006392566318546959,0.006603998358689507,0.005187346709678036,0.0025582919961592786,0.00702409332815005,0.0041710041855076326,0.0024140367239816754,0.0050172848833206,0.005743060120059333,0.0034406924463434674,0.004653364673942606,0.0030217588391076708,0.003670536581358532,0.007145581816268918,0.012203989884394402,0.002650857968541154,0.005825075593620117,0.007766657805381272,0.0024463835719766096,0.010602259952328023,0.057002816391506235,0.0066132700452545485,0.0068270425943265135,0.008900014826319675,0.0043888440180971725,0.009323898963036505,0.0056820463093409535,0.005256501878652684,0.002584131661786571,0.004703993627469281,0.0026185808696572604,0.004470939712337299,0.0038493189519977987,0.008058335949424891,0.002967776179301452,0.0021865722787211624,0.007226451777779012,0.003179274456733839,0.007146752803412582,0.0033352777684738048,0.0075033116572177615,0.005291575981218337,0.004593422589597583,0.005141736952325054,0.008225899406224608,0.0049451017544242405,0.0056769017368490686
great-pretender,0.020989753741249652,0.01890840136960783,0.016686566342206992,0.031595728149019287,0.0187368263940435,0.013209125570748954,0.014185595118246835,0.014189819134316854,0.025745985936699696,0.022402651425475047,0.028800210060278907,0.05239871512057818,0.024721375576182807,0.03955213516797125,0.05044127267884053,0.017916108583215247,0.01623360882901558,0.02135492580982969,0.020807216744497908,0.014986998172174526,0.01513978260857231,0.01825344328696772,0.01682105856434914,0.01821950215606425,0.020939220640045636,0.02123986518266279,0.01699978247823943,0.015179829280206428,0.022401606837039977,0.013305563926847104,0.017054963123406815,0.024013560745185188,0.019964081930653275,0.008984140014569689,1.0,0.007544147608025029,0.006767697390011449,0.012872116076437934,0.014772209077359176,0.017805480992382106,0.02714541935467423,0.011324976519720358,0.03026625170589397,0.025097263716007,0.009158929270950644,0.01990593718671349,0.03252734929577306,0.02837263772673371,0.013648201512878195,0.010665413618714256,0.009177509425315816,0.037576391041263146,0.04234508512008611,0.012993158708391099,0.02283374186869795,0.01656259187291249,0.012582814603976075,0.012901469908551448,0.030356759566191684,0.017529760335074536,0.026380553876526974,0.03375471318966299,0.007389267746621303,0.031764725041586866,0.039721787299704894,0.022223981779053267,0.0074720338283521025,0.015124932510986672,0.017267862585312963,0.007019589513182422,0.00626818527179282,0.018929874751603615,0.007180468947226665,0.006948813374806478,0.014358510088227023,0.009487813240789744,0.009207628981467202,0.012094742764515505,0.028530721772047834,0.018901914662739223,0.015296876835010218,0.011522500154643922,0.022802893870979137,0.014071141349139173,0.018391062285317318
hibike-euphonium,0.010289626601268151,0.014163944145282402,0.01060500077492846,0.004750985259899228,0.007112228800978588,0.0056318969875252195,0.006515415579242205,0.003986558689316748,0.017976921648094956,0.011222428214877022,0.007108960670324574,0.006592763924279348,0.012793714814829315,0.011435994492834048,0.012474905804467813,0.051424374550877935,0.011699471136624765,0.005402421589360695,0.004796582024850023,0.00600489029804486,0.01245652003679354,0.012052077097922519,0.007953655708124167,0.019847572789288618,0.00692989130754684,0.008400197441042853,0.005359705541127316,0.009273479958064757,0.0054987374911759455,0.027018544784723247,0.007263618308034395,0.04768016173029898,0.009606488909701748,0.08542748624641247,0.007544147608025029,1.0,0.006797264804996639,0.009252638802646408,0.008020389736952217,0.006264528279942547,0.007000117494808158,0.025042259025828476,0.007460318117610959,0.018227191928937042,0.0034560941587663797,0.0187243530711319,0.020061515361872253,0.004381347072798251,0.005414901073516803,0.003797481432741076,0.004245943842347737,0.004921894213551152,0.016532360374706786,0.00785278908819853,0.004096371755354726,0.006728986101864145,0.009233285406466386,0.00835188554154591,0.01604148285862502,0.005489957837752005,0.01251831965103877,0.008799557166259651,0.022923131643103657,0.022604368490575774,0.014770688489530068,0.0032852346374379906,0.009245743401187985,0.006590631539031698,0.004661893393780128,0.006790932606470755,0.003038544757528855,0.03413251670037899,0.0038291635527030097,0.01913288306794629,0.006499237047895174,0.006163086884729185,0.050895671201139234,0.0029771906427518515,0.006179300448291212,0.005449994459152787,0.010392014959908944,0.005623669251202803,0.0054437402953156425,0.012824855259685285,0.013452436231310946
horimiya,0.003925436609644914,0.007312528813610674,0.0047009513332898,0.002989227887313984,0.0024206812293934192,0.008753852683961203,0.0024839101733884466,0.00164370762186069,0.01357565906582297,0.00462273488567806,0.020864605244564467,0.004710339883197126,0.005031935700353835,0.0027875953358767656,0.00437223412911156,0.00491538330495619,0.003176084004823826,0.0032041976450084848,0.0017001745313921929,0.001798967815200377,0.00549324680949548,0.005034449223361507,0.008746181115734677,0.0020431382935710866,0.00424635450680487,0.0014414803961464771,0.0020475960673383515,0.0016263274637241642,0.005160426822643732,0.002699218640925394,0.05942084385053039,0.002395378467719106,0.002495096840773132,0.001871170205404399,0.006767697390011449,0.006797264804996639,1.0,0.003493431847755341,0.0018016073494233956,0.0024052376459802764,0.004181181886925577,0.0013543877408225046,0.003424112059097066,0.008308362285990514,0.0015495048389078867,0.002298230538141522,0.0028821951115429235,0.002020461328098781,0.0018799971640994309,0.0012430260102084124,0.0022745677504674242,0.007470134386701866,0.005966798854604981,0.0031096639560901996,0.001529687389555624,0.002588434916026298,0.0013590807814493058,0.004435503353206336,0.004025760845384192,0.002377560677118285,0.006434984867776286,0.0051156849886540975,0.002611621337933767,0.007968290637933806,0.006207124043973055,0.0018945326128220138,0.0017542222061705836,0.02054242612375818,0.0026713530173603332,0.0036524796581876625,0.0030236607251707447,0.0024720803642475954,0.0009275522946547307,0.002595359928751903,0.0034368177689969373,0.003958397091919475,0.002569439688093335,0.0014604231806125494,0.004007568157416674,0.002505811173311183,0.0018448870961259721,0.0035312890758451036,0.002545115756675008,0.0034304595322478242,0.004123714758479201
hyouka,0.009829574618048354,0.00725792747109672,0.006169141789473427,0.007357867167961672,0.010241337448138786,0.004095153627268991,0.005700806001610249,0.0035969682181733196,0.016646281324375154,0.005085993379534985,0.0062968743408320805,0.009973880582378048,0.010082866251291359,0.00620688432393174,0.011331490855751615,0.009679869568582326,0.009933296894563669,0.020809411248244532,0.00707849698341298,0.0029478943804969247,0.008210148170441836,0.005365546570139796,0.0064006286253383594,0.003938496771068747,0.005801912238080242,0.0037273110485096005,0.005941011374541615,0.004987719732606121,0.004976539947574943,0.006162172406668212,0.007830031127355775,0.009255459377081362,0.005050912097821574,0.003342672501163722,0.012872116076437934,0.009252638802646408,0.003493431847755341,0.9999999999999999,0.014611710768290353,0.005121950410561169,0.011510359267026439,0.0034721308550521826,0.017265525415917814,0.008385901937157896,0.00195115087961392,0.004424540608467306,0.00518716683416909,0.00630864399337782,0.004564973264430946,0.004790096171737588,0.0040759647306398295,0.006272571163007391,0.011156298623434487,0.006722716215676357,0.007021455477939678,0.003936519107935726,0.0038865846195909586,0.0049369645895875535,0.01227226925173824,0.004834201120094383,0.010126015026060212,0.012093909612930767,0.004610593973462195,0.023941524412562705,0.012394447487511482,0.0045898244706981915,0.004423377265026106,0.0044947443420691475,0.006047932954118393,0.0045361123767019,0.00594487268943241,0.009495889569289179,0.002864104644313729,0.004068708573338763,0.017098390013619923,0.006436213849135665,0.00410622664559827,0.003670502632177,0.005297927175329986,0.009518056198395314,0.004637597141402513,0.0037774363971728336,0.0071714646655002025,0.0065006744162921315,0.008288935960460535
id-invaded,0.00930389185085927,0.008135261422699594,0.02303598706337806,0.01928977151057581,0.01009053151905736,0.011062124876798645,0.006047880600221154,0.00674605473842447,0.013716594734330822,0.004166640115719723,0.009045227325004719,0.019512025304972785,0.010071615258411493,0.011673345049588741,0.0327550672734305,0.006104796112010622,0.06688825103377945,0.09682875208702496,0.0077139324381225545,0.007432106734893488,0.014178494156621042,0.0048740811822279165,0.00909978807604996,0.00724162842111127,0.010569385542758731,0.007050388585835722,0.007960206167388129,0.015075058677371623,0.007753150302751958,0.04119067819487965,0.00835303555655869,0.019424171432181177,0.005446476654479325,0.006392566318546959,0.014772209077359176,0.008020389736952217,0.0018016073494233956,0.014611710768290353,1.0,0.005671863118246722,0.009827872155510547,0.011955654509169703,0.05339479882542545,0.006372897092032604,0.004543845040739421,0.006393157763057524,0.010921605457505748,0.01684214783779614,0.0062158851951783604,0.008662184642368084,0.009446708948718473,0.008348140752154988,0.034807346453191876,0.018047595493718264,0.011836820712393658,0.013920514890653718,0.007420630743203611,0.027525004872033725,0.013021154410687127,0.008032434314802937,0.012185470478138822,0.03833467575492226,0.003638537290601566,0.018428314229747455,0.009254038721168855,0.015151037591028446,0.004279440680317819,0.010001292818624764,0.003966089196302371,0.0025032865493773487,0.005398569299060265,0.009557438988184869,0.005874405012285836,0.012540095202081653,0.07504902027747112,0.0035814760847823163,0.0034961054615384947,0.005571933798933832,0.009107508064708213,0.00780446981270024,0.007884838510529499,0.003262460516993238,0.011124769173212649,0.0067991284949934895,0.006820255283082405
iron-blooded-orphans,0.02033275242101719,0.011426387386220954,0.011106225629718023,0.015648895012426223,0.017265506610091796,0.010548598937935381,0.010855668726970405,0.008747789826199255,0.015940140007919833,0.005049829563139101,0.0026794405653372934,0.020598248209732044,0.01188482698252469,0.009456228562415184,0.009081250914509913,0.006065488279900409,0.008111339190768521,0.015033842965299709,0.006324640652092133,0.005849291263234749,0.008330095480546277,0.004362245421589376,0.0075172126889723745,0.019113132186499106,0.016666565624021235,0.04946351197066216,0.018069234711484493,0.019441967635337773,0.005213982559654445,0.0038902890886984465,0.007423018295414124,0.0077256865229724135,0.010721945576377472,0.006603998358689507,0.017805480992382106,0.006264528279942547,0.0024052376459802764,0.005121950410561169,0.005671863118246722,0.9999999999999999,0.005114979789593264,0.015421964768810909,0.010694093724684288,0.008275162289687391,0.003651137271767838,0.005752995537119108,0.02064374060143483,0.009172973943120003,0.005790720621197441,0.0075025319642921424,0.005340001341330027,0.011144113628526721,0.020956678407959735,0.004107498850333343,0.014429034827447083,0.048855552284784914,0.005708620665037148,0.0163534572911731,0.057135015296080095,0.013994948959104053,0.016637182492019672,0.0182895500600003,0.0030433683068623618,0.015109537193971137,0.0095128246729194,0.011867705996337364,0.004896815614815137,0.010336645367708645,0.05560378843712582,0.003109828298586098,0.004329362156774605,0.013962013450485004,0.00906072041262615,0.004236462644244767,0.007243655429079389,0.003794806140955164,0.0037683515586003575,0.005024730265856084,0.036576385832878616,0.013619226211306606,0.0155542938127486,0.0036200885441121013,0.013113872781535035,0.0071207946977804104,0.006758665953221599
jujutsu-kaisen,0.014081611926449057,0.010470510373749707,0.014754945220376415,0.00762802549175881,0.006887873586565643,0.010875020757150048,0.0063738009655905405,0.00480124894106836,0.01772129830440671,0.008975711776182435,0.0031185282846436513,0.015064472403856194,0.014689948735498289,0.01130281699502915,0.007698180069805824,0.01137375673378479,0.012338525546717388,0.014875842551628176,0.009199589175229542,0.007211611348210939,0.01522323206626484,0.009743680385382928,0.006358431535110903,0.006701942424233655,0.009720992986094228,0.010545869508637822,0.007218112021633764,0.016169762303611192,0.0072632629181313794,0.0042575959574637934,0.008945373294512976,0.010397065397253212,0.007633868046486154,0.005187346709678036,0.02714541935467423,0.007000117494808158,0.004181181886925577,0.011510359267026439,0.009827872155510547,0.005114979789593264,1.0,0.009753844004308072,0.01322367453154225,0.012972313516208703,0.005809153236724313,0.008292924318912017,0.011101009874797388,0.009210824427687152,0.011442521452917803,0.008698388706328875,0.00501537784736767,0.010732347121463627,0.02676088849885983,0.011688164403848364,0.01070474280098701,0.005185226397371819,0.005878351403032328,0.009664871824803955,0.012908736379464063,0.007996464822414978,0.010813063627224334,0.01529585082786327,0.004239653744738657,0.015746948574083066,0.012996074274486945,0.008158372304288687,0.0038113342572321843,0.009646370935456587,0.007707281115447501,0.008485377873393271,0.004709043853359759,0.009200313007573712,0.007193600136579184,0.009064702637820837,0.009509337573960108,0.008450645506719508,0.004023757598445257,0.012342189875679536,0.010901913967315187,0.008990529074235318,0.0053576471816264,0.004870141393497128,0.009782151866560658,0.013702844819401346,0.008430751484289635
k-return-of-kings,0.010632429135637143,0.013506623375912446,0.005661878016255274,0.006609785815131444,0.006965155820798095,0.017492142573094043,0.007345822522790459,0.007910110567490629,0.009632131412753901,0.0026254186004771953,0.005627214222212726,0.011324997379722083,0.004143227122975853,0.018774830583310195,0.010903286732715225,0.009725125531829039,0.012621432964563771,0.025860198052698763,0.003958768015026371,0.00564971099289711,0.00573844678878542,0.004831346043711567,0.0048342271754076545,0.011442786756168633,0.010015498176213293,0.0052480629255772255,0.008074973865897355,0.013556575729964939,0.00447722827819525,0.0028581703090481635,0.03202349928426462,0.005641885908570948,0.010491259341591038,0.0025582919961592786,0.011324976519720358,0.025042259025828476,0.0013543877408225046,0.0034721308550521826,0.011955654509169703,0.015421964768810909,0.009753844004308072,1.0,0.00786731051386528,0.006419160818424263,0.002388614861556018,0.017176176882784857,0.005616730970525759,0.010563897612100095,0.009249203058352617,0.006379578365935611,0.022657865080521554,0.0063134637966984495,0.01738590046179586,0.0036699829780820594,0.006979804455656385,0.005809418091957675,0.003747214097427776,0.024942500629827377,0.010450141209843885,0.03799626636794025,0.010454524164883036,0.010489023853246671,0.001878397239971282,0.010892414306294106,0.005564571899926994,0.006045835204885291,0.003924464977883571,0.01133070432281913,0.005969234382865026,0.0030468088008012493,0.005354175043285521,0.0572179242117781,0.004586257425718331,0.01694976858541989,0.0049455090520594165,0.0027575675926354982,0.0053426154145427155,0.004965564937402552,0.026841713908663908,0.006786222409096038,0.0063472738415488745,0.0019393496256142513,0.009207034279857734,0.024193639306222998,0.0038619486479095602
kabukichou-sherlock,0.017067606603250816,0.016153052544124493,0.03493296866973208,0.022092300636410676,0.046482598820037586,0.007814681841977464,0.012239820196143577,0.015587987357215265,0.021124492407779746,0.005982117498527115,0.004373162560965178,0.03311789992895579,0.015303961738406207,0.01962460983686878,0.011300641489862673,0.01964338101987254,0.012308386721361782,0.12005052217795908,0.011784063761335332,0.012960486895748458,0.015081529600858009,0.009608266948869577,0.01218489917159025,0.011516452961531578,0.01791932295683419,0.008474684072707834,0.01655522161358344,0.03428395439914961,0.013850379713271164,0.005985980599865977,0.012401744578292276,0.023987086605816152,0.010878613828399138,0.00702409332815005,0.03026625170589397,0.007460318117610959,0.003424112059097066,0.017265525415917814,0.05339479882542545,0.010694093724684288,0.01322367453154225,0.00786731051386528,0.9999999999999999,0.012806940490638647,0.12448232485669462,0.008971148862042677,0.020105394348723014,0.027683607014156134,0.010259748388520888,0.008538625097522668,0.009376261833414713,0.018012963427600587,0.029310076269784362,0.007050286622224752,0.017879894696284513,0.01054348610814139,0.007476892491220454,0.04115529677511608,0.02082982813132833,0.012628537225358585,0.017288532503923888,0.03075616744516802,0.005073766561416092,0.024936124092303658,0.018249992515615203,0.017183762190136793,0.005673355115311669,0.012204898946941777,0.007567828844716795,0.00670676605511022,0.0056238787996458865,0.017041981980671587,0.006024084027123912,0.01118541103891504,0.08133828277651137,0.007984512445529147,0.015195639553383484,0.008561873022101922,0.01645846046185955,0.01878554754381494,0.013147367987238165,0.005436979327562113,0.02396715308176314,0.00921840651794281,0.01496423614585448
