,07-ghost,3-gatsu-no-lion,7seeds,amagi-brilliant-park,appare-ranman,assassination-classroom,baby-steps,ballroom-e-youkoso,banana-fish,barakamon,blue-lock,blue-period,bocchi-the-rock,boku-no-hero-academia,bungo-stray-dogs,burn-the-witch,chihayafuru,cider-no-you-ni-kotoba-ga-wakiagaru,deca-dence,dr-stone,drifting-dragons,eighty-six,fire-force,flying-witch,free,fruits-basket,fugou-keiji,giant-killing,gleipnir,great-pretender,hibike-euphonium,horimiya,hyouka,id-invaded,iron-blooded-orphans,jujutsu-kaisen,k-return-of-kings,kabukichou-sherlock,kaze-ga-tsuyoku-fuiteiru,kobayashi-san-dragon-maid,kuroko-no-basket,lycoris-recoil,magic-kaito-1412,mahoutsukai-no-yome,maou-gakuin-no-futekigousha,mawaru-penguindrum,megalobox,mushishi,nagi-no-asukara,no-guns-life,orbital-children,paripi-koumei,peachboy-riverside,planetes,plunderer,princess-principal,psycho-pass,relife,sayounara-zetsubou-sensei,shirobako,sirius-the-jaeger,ssss-dynazenon,suisei-no-majo,sukitte-ii-na-yo,summer-time-rendering,takt-op-destiny,tales-of-zestiria-the-x,tamako-love-story,tantei-wa-mou-shindeiru,tonari-no-kaibutsu-kun,usagi-drop,vanitas-no-karte,vinland-saga,violet-evergarden,vivy-flourite-eyes-song,wotaku-ni-koi-wa-muzukashii,yakusoku-no-neverland,yowamushi-pedal,yuru-camp
gleipnir,0.008044954667985157,0.004651715888935992,0.006557453773179011,0.0038965020134938437,0.00430791194269826,0.014147133298773916,0.0033988437805268805,0.0016033139067706253,0.01152743010384795,0.003970419122363284,0.0077519422390699335,0.003815700685223888,0.004796030770774446,0.00523016316080499,0.008049239952356686,0.0032407024240473877,0.00356984433179508,0.009330840615359076,0.006066712294171999,0.006665034200844743,0.0050136141053313005,0.00499106709832763,0.007805534315233974,0.003865245275531188,0.003832062930091606,0.00790445476524584,0.0050917326293054834,0.0031397350824819356,1.0000000000000002,0.009121694714193484,0.08504447588112056,0.0018915716949594815,0.0033902930719027164,0.006418562470559937,0.006497027869006568,0.005340276691508506,0.0025890857921948922,0.007217935630935967,0.004280593528303044,0.0025324747712490206,0.005192754176468635,0.005972677824018573,0.0035509145384977738,0.004820707530553272,0.003074423726358859,0.003571860106723945,0.007147003793006519,0.012528814656084639,0.0027371727750436265,0.006068897309459104,0.007469397085754809,0.00248738249347768,0.01094489805781502,0.05519091271501628,0.006749369652998897,0.006974968256427531,0.009035944066105117,0.004366465206930092,0.009282406896346587,0.00572383508708374,0.005417470815060579,0.002623473591497916,0.002662615418031621,0.004779468773714657,0.003914564756509768,0.008084489963444557,0.0030080498037087858,0.00225687280707586,0.0073249127161113025,0.003214101302548173,0.007011842304908262,0.003411832171724477,0.007934180280121021,0.005406314449593867,0.004601789005868713,0.005167573855572964,0.00800903024285546,0.004947431436589107,0.005850546432155985
great-pretender,0.021157252248660455,0.018725141880601308,0.01679055310974413,0.014215015178072983,0.0145884159644234,0.02568178767361636,0.023397111066952612,0.02849336420976797,0.05368213793397549,0.024629370494283164,0.04556665395376169,0.04887029987611871,0.017566247671850367,0.016696271572163746,0.02128037909314604,0.0216473199992672,0.018479967526499677,0.016350980576035515,0.018320219511125984,0.020784645284824335,0.021799749876849548,0.01682195960009544,0.015031821002711108,0.020480211600767746,0.01311409285081644,0.017187466385141893,0.023853665630713516,0.020874169192111106,0.009121694714193484,1.0000000000000002,0.007647128341560606,0.006515350649515801,0.012721422225837378,0.014891531615730652,0.018159701817324545,0.0270840838359045,0.011262796761548642,0.0302882330226425,0.02507819210512723,0.009314037297890982,0.020400742571907875,0.03238204243587695,0.028576615889322643,0.013821477654962434,0.010777611576344236,0.009046695029065365,0.03951803089933333,0.042827401915517614,0.013110309061527754,0.023410239240608317,0.016861745998596182,0.012402470972305036,0.013063697224816252,0.030467521612255254,0.01760568337279102,0.02686646933848769,0.03406067466016848,0.007523991576217712,0.031746241344356135,0.0391538381350386,0.023591785943661327,0.00753177807962884,0.01731941242281552,0.006943105778786165,0.006354213032927613,0.019107579973349022,0.007302511584389201,0.006999024838605815,0.0143939817027315,0.009671791128028105,0.009029102130008746,0.012273326442212582,0.029329116904543713,0.019511693598378062,0.016241148450293848,0.01161956273513448,0.021857755326998334,0.01427618738735496,0.018358054505069107
hibike-euphonium,0.010805675686204158,0.013824326665191457,0.010451878763031074,0.006522682897953327,0.004062742679294373,0.017194862527790598,0.01158544094416302,0.007104075702734957,0.006700058110606944,0.012011808067555939,0.01156210880212927,0.012771787863768801,0.04988859309728277,0.011715838319489556,0.0053502366254332585,0.004944103275805111,0.012056999989757934,0.007814657745626985,0.019618414193121433,0.0069958238163601565,0.008911765528522332,0.005333834379084785,0.009370957065860672,0.004985542445006837,0.028963045800558168,0.007288658091769927,0.05409898463606114,0.009731626687452031,0.08504447588112056,0.007647128341560606,1.0000000000000002,0.0069468652441406955,0.009347093568524019,0.00858704504844026,0.006208437842562747,0.007099822739080701,0.024989520757481745,0.007578586755588455,0.018339729387248795,0.003619588951619036,0.018764886126126926,0.020081596903650585,0.004412062077965938,0.005435225139926516,0.0037776736806322936,0.004159470984759117,0.004908052887357005,0.01652104090087216,0.007828336837712722,0.004175215377696444,0.006670886919300378,0.008979854971269605,0.008462053303197456,0.01610969458252619,0.0056186661524760505,0.012528038161112682,0.008710192988182434,0.0228003357002506,0.021855959585531402,0.014719765994277908,0.0033016667011866356,0.009288383169468095,0.0047722636830195425,0.006749213820000075,0.00314143437616475,0.03430856163326659,0.0038348381205845525,0.01947575436111964,0.006404809804773619,0.006254062817440088,0.049752343063072274,0.0029887208478067947,0.0062674635343653775,0.005616656546901931,0.0101283119351747,0.005923272090320519,0.005235108659994574,0.013142512864144803,0.01359051048307075
horimiya,0.003940603511805015,0.007043941247919689,0.004613079499351679,0.0024818390642874365,0.0016544471632175006,0.014754300038887924,0.004484204322221843,0.02045242595887424,0.0047013452285792024,0.004862870893407017,0.002973576676258356,0.004380355145548928,0.004758056810346578,0.0032873872491208543,0.0031473730240412583,0.001698123651382663,0.004903544875441589,0.008336336149748255,0.0020405915006838204,0.004103777010329398,0.0014298843831813594,0.0020486962634650194,0.001596481913899639,0.004582792700989454,0.0026199040986897844,0.057383323026752815,0.0023010533867076806,0.002532331492946441,0.0018915716949594815,0.006515350649515801,0.0069468652441406955,1.0000000000000002,0.003477670768277019,0.0017805828751460706,0.0023495466493973598,0.004079967400777526,0.0013486026374732558,0.0034421504741935414,0.007916810901697447,0.001524895948841619,0.0022605979059370732,0.002807692993180836,0.0020220544121243352,0.0018795919653094466,0.00125597619868362,0.002251997540871726,0.007221143408901044,0.005885946259124291,0.0031164294505926443,0.001539647390868107,0.0025179221340773978,0.0013318767235127964,0.004812203572370466,0.003946775770040428,0.002390458831232932,0.006862447924096948,0.005012413461587703,0.002578297625471258,0.007786870172280968,0.006077590515402244,0.0019728119656694486,0.0017698115661677683,0.002699682643629738,0.0036516488536908623,0.002983055936885123,0.0024348796213337904,0.0009302843354162523,0.0025514068829641805,0.0034057976020405406,0.0039351923353271616,0.0025093781776424594,0.0014764595264627832,0.003949417701317241,0.0025705800378133838,0.0018037937057930158,0.0034739538663863274,0.0024105761069059847,0.0033825440998110127,0.004040902173560033
hyouka,0.009905261859574705,0.007174667550924352,0.006195165639177191,0.0057539418336206806,0.003657059254919845,0.016603378947264037,0.005114667839869809,0.006327440525845322,0.010117773608074337,0.009660033773024795,0.0061478109286096485,0.011235719488871676,0.009635446899568854,0.010181340475099205,0.021079353512555955,0.007088488186660573,0.005412642841941195,0.006302693780650825,0.003996916120000691,0.005822356489258903,0.0037670987869695086,0.005880651093845849,0.0049869257031865556,0.004550597581071464,0.006154023860482685,0.00783098898737328,0.009190563588232739,0.005133944803843765,0.0033902930719027164,0.012721422225837378,0.009347093568524019,0.003477670768277019,1.0,0.014743043964266792,0.005151866981160582,0.0115155887147137,0.0035262121864079606,0.01757677599128571,0.008387038061320342,0.0019725700506566515,0.004458696463701812,0.005266917561931996,0.0064736621869004255,0.004634610199992341,0.0048217940261871435,0.004002249503691123,0.006251698762564254,0.011204534642561702,0.006678600183880425,0.007185685370835017,0.003920827078650065,0.0038999619970141925,0.0050620993200331975,0.012554270135685955,0.004856394410519163,0.010316807327221308,0.012110506761479688,0.004678630566760962,0.02377517700226427,0.012545355704405188,0.004755094031138294,0.0044586500269514825,0.006250986897005574,0.004556443968440992,0.006197136959667022,0.009491793351776983,0.0028852903850539974,0.004089997170643239,0.01742185668457927,0.00654079715082257,0.004041978463661239,0.0037172262767913803,0.005372504469934731,0.009569209017349454,0.004770223791362129,0.0037757562301238075,0.006952051689727253,0.00664238058712341,0.008260658319992486
id-invaded,0.009308892634048369,0.007953860201149472,0.023520101232957284,0.005929989402030076,0.006759443332837781,0.013637697567429092,0.004177203370966289,0.008868811541964006,0.019883338628719906,0.00985891121139192,0.010616529752936182,0.03160560172297321,0.0060353250129673245,0.06571224169690934,0.09773532368324361,0.007834567032950808,0.0048071918685049725,0.008832339900107126,0.007259507882317961,0.010503932979366682,0.006951002678971834,0.007916409478493694,0.014990965399541182,0.007131135881373285,0.042659745834895214,0.008478790609014889,0.01974079406830631,0.0054602292062762205,0.006418562470559937,0.014891531615730652,0.00858704504844026,0.0017805828751460706,0.014743043964266792,1.0,0.005747946677420002,0.009853912119130974,0.011806010766555382,0.05432335845423492,0.006277588417245767,0.004494620906742646,0.0061929919493773095,0.011053566950155422,0.017361566991317055,0.006258276413478867,0.00854348052804084,0.00948680781224525,0.008219146503462784,0.035050278857545844,0.018517968759433373,0.012093315056031619,0.013517327401373604,0.007311558044806173,0.025884193646665117,0.01347323813096804,0.008039769803960605,0.012442558206365252,0.038426485454999944,0.0036478742231858437,0.018186152103383455,0.009267999441661857,0.014717529464311083,0.004357946899090223,0.0040313856119878295,0.0024800222202067787,0.005322810486642174,0.009609155918242894,0.005881205690735672,0.011883066282165872,0.07638779175295485,0.003562226302364934,0.003471470444381576,0.005553630178945852,0.009021580049879858,0.00795371933416461,0.008165385629315557,0.003209943675690121,0.010443321607439878,0.006700618696315651,0.00670060908028378
iron-blooded-orphans,0.020438431515712317,0.01121260231854285,0.011155879200268464,0.010884122947708278,0.008923845831576566,0.015653143846012726,0.005081922599309467,0.002687310828357798,0.021148828653066703,0.011798584869802842,0.007804175903356673,0.008895762753083765,0.006020463747960951,0.00816275565285052,0.015334045466551783,0.00657556080076258,0.004346489569355101,0.007300323960512076,0.019343540202911944,0.016709813193313064,0.048694850893951855,0.018035634557122003,0.019832979492292062,0.004798748540429898,0.003835265400797095,0.007473311347429328,0.007789012840038139,0.010567778940537375,0.006497027869006568,0.018159701817324545,0.006208437842562747,0.0023495466493973598,0.005151866981160582,0.005747946677420002,1.0,0.005215035396661642,0.01566752974917132,0.011002354334645276,0.008249111878356134,0.0036874622680046305,0.005718522168746337,0.021017141459878468,0.009332119955784183,0.005880788753924475,0.007663750786808707,0.005257506596914827,0.011257528894531492,0.020908384204695436,0.0041449262880584705,0.014946090686115805,0.04886270684919273,0.005646279091528464,0.016794650055297854,0.0548003951713554,0.014573343568898807,0.017049859201942005,0.018837959476014257,0.0030605509849966376,0.014909663046726345,0.009573618164366395,0.011999258574532417,0.004966592174314036,0.05636458372200933,0.0030761066216285294,0.004399417990506211,0.014090611901974394,0.009183935487453105,0.004242511072553457,0.007281575290243908,0.0038370868855189355,0.003718205470343469,0.005178333773452493,0.03698787628118745,0.01401698069485631,0.015696449014642563,0.00360099073700439,0.013034258718998814,0.00721664846611627,0.006771888635725844
jujutsu-kaisen,0.014257338876754235,0.010465188264194902,0.014686762370251622,0.006420874832765686,0.004906932493741016,0.017781310241567004,0.008985079797272127,0.0031236189872407166,0.015241408431878446,0.014752886407229888,0.009532340792259945,0.007771337049165537,0.011370812027350545,0.012446417875943357,0.014714461202792113,0.009556925955677649,0.009750415954887192,0.006139470742447339,0.006793472395146017,0.009756762397513667,0.01076652876025252,0.007237119270283411,0.017113445080007436,0.006665268088240154,0.0042954791870196615,0.009015416578491683,0.010239008501454021,0.0077628299657006876,0.005340276691508506,0.0270840838359045,0.007099822739080701,0.004079967400777526,0.0115155887147137,0.009853912119130974,0.005215035396661642,1.0,0.009761493804656629,0.013611894695356256,0.013181982692381442,0.005970984650607085,0.008476496101887467,0.011235596499023377,0.009314639376575394,0.01169537424445316,0.009443104645472994,0.004948787231102462,0.01058647823200652,0.02726918717396081,0.011859641252023758,0.010844780235163025,0.0051777150602678465,0.005919314682906541,0.00979490469487417,0.0129633682549662,0.008163066498743952,0.01097922995058307,0.015419780628672638,0.004350132265941718,0.015535398002729404,0.01302405546283035,0.008304356140751054,0.003880114896197229,0.007827545156822229,0.008611337933201051,0.004754241444832285,0.009347882290524237,0.007189288836458824,0.00913843082525828,0.009839866718165734,0.008448498257915625,0.003935901398641014,0.012735579606143084,0.01096835202354632,0.009214772148392508,0.005531206555771419,0.004880015292427678,0.009293699417521362,0.013981428741904733,0.00833605854278648
k-return-of-kings,0.01071690698504146,0.013752431802876438,0.00568777185111456,0.007400557820072688,0.007886020954036453,0.009659147926581853,0.002635175869246129,0.005624036906938236,0.01168063354107622,0.0040942703832745385,0.015453182207975327,0.010773776066093156,0.009411601339659218,0.012715834671626375,0.02788896232619628,0.00411261405009414,0.004828281011225765,0.0047583679668962145,0.011390040660267955,0.010205340940022213,0.005221711290786028,0.007987803520288881,0.013748987385115305,0.004072363943779363,0.0028154433861767923,0.03276465252645207,0.005892552852569304,0.010268494007305019,0.0025890857921948922,0.011262796761548642,0.024989520757481745,0.0013486026374732558,0.0035262121864079606,0.011806010766555382,0.01566752974917132,0.009761493804656629,0.9999999999999999,0.007972726764713113,0.0064569036833534346,0.002420170711108679,0.016986191147430357,0.005762256631675907,0.010604116254904478,0.009693014065258188,0.006485554199482271,0.02198633645851318,0.00624978409117212,0.01746512540603394,0.0036489320206538737,0.007187833750447673,0.005876915144134293,0.0038415582424460386,0.024884551309660927,0.010834675805642352,0.040117149930805236,0.010580849379248424,0.010716793670737261,0.0018976395006425025,0.010998699706022012,0.0056363357685514795,0.006100180828493274,0.003927397167303629,0.0061711264410581924,0.003013046729821594,0.005301221893934424,0.05653996375720972,0.004705342526134854,0.017022720695797338,0.004977178142631751,0.002826455886694007,0.005210934511264079,0.004991396356240261,0.02837895729343845,0.0071099927411854506,0.006520583557746949,0.0019305507347697028,0.008878386521234892,0.024099417406715,0.003846010768404884
kabukichou-sherlock,0.017631369772997754,0.015999359136727346,0.03458964148522447,0.012317300265536279,0.01572007198376297,0.02134116181971202,0.006062230881591755,0.00439443859356835,0.03420493252337715,0.015093448327048386,0.020234010139240526,0.011417076440713301,0.020583962017983716,0.012817263478101672,0.1216979640208279,0.012418579410206305,0.009685920540875664,0.012016362203696345,0.011613821292057026,0.01779580545349434,0.008565178175537307,0.016974616673266826,0.037458905153470695,0.01300987622810828,0.005956197887886764,0.012574825230082633,0.02434653076772134,0.010934667299625188,0.007217935630935967,0.0302882330226425,0.007578586755588455,0.0034421504741935414,0.01757677599128571,0.05432335845423492,0.011002354334645276,0.013611894695356256,0.007972726764713113,1.0000000000000002,0.012835987326990905,0.1231275039767611,0.009172680874009565,0.020838161663221152,0.02822561284095658,0.010491063075721195,0.008713915751650397,0.009306370673938243,0.0181477838430657,0.029640481322362258,0.0070871233877914845,0.019009918882702405,0.010480507403470339,0.0074986046401623405,0.04071769187444022,0.021076870034117377,0.0130159180326224,0.01764282855836353,0.03104190260489593,0.005173279449978215,0.025032757319229264,0.018340767744060696,0.01729850251041954,0.005933392028858173,0.007691771470816561,0.006654308890380376,0.005685223575808075,0.01699809482918724,0.006174232735856905,0.01136825063195706,0.08381653190761257,0.00800030326365034,0.015227394168604741,0.008822467614114135,0.016838080974381837,0.01972771155822235,0.013221158821909112,0.005630898065904275,0.02260592723537069,0.009473791733040922,0.015293395985266628
kaze-ga-tsuyoku-fuiteiru,0.04157759015798016,0.023706373453924262,0.011444984530651327,0.006844046187786233,0.007238418285651015,0.016355780515425272,0.01644446458599321,0.01582615922811187,0.014017083944083183,0.19760899612414942,0.01770892574990659,0.012636498940722824,0.011567232161950219,0.0198554616763518,0.011681304225190618,0.004052986593859996,0.013864335081903306,0.026551787131561474,0.007339489875705601,0.01122604447233349,0.006470507105719203,0.006761872804680561,0.008067543981621909,0.005455179054576896,0.016450230458204717,0.06358372574648989,0.012844910335137369,0.029699799825392812,0.004280593528303044,0.02507819210512723,0.018339729387248795,0.007916810901697447,0.008387038061320342,0.006277588417245767,0.008249111878356134,0.013181982692381442,0.0064569036833534346,0.012835987326990905,1.0,0.0037345663498729886,0.01968992636016384,0.007094464424002471,0.010079412331096138,0.006459657283371698,0.005691706032636613,0.03979184702381548,0.025238256112597716,0.015617889727921283,0.11165256173938677,0.009603592625253156,0.006485944674876668,0.007295469375323257,0.010739458338115697,0.017615652362685672,0.007542716507752821,0.009933793550093682,0.018646784221992015,0.0072261263871314565,0.02026261032599799,0.05065810349884509,0.009546027774734926,0.005986136625618963,0.008412815454198913,0.09463649758729571,0.006564438355569444,0.016940202496714258,0.004538548463962409,0.05406571656147346,0.011819595066586615,0.009987128149633323,0.004910566877758103,0.0055202324164396535,0.027061070353752856,0.011665582634707301,0.008279059107097362,0.005777674060839913,0.007563838867820411,0.07196327712373307,0.015183903443543438
kobayashi-san-dragon-maid,0.0071265195208310055,0.004706070500943338,0.004996311305456702,0.005667537065862066,0.0032449569532669,0.009901230820931336,0.0028313311387771706,0.0017449131726192946,0.00882247140982248,0.004592396202007246,0.005587010813311275,0.003634247452134044,0.0045816796036880535,0.00991799266827501,0.005174710160960278,0.006849974502068468,0.001970423665940517,0.005051583969469255,0.0051674059512618374,0.005862112768203092,0.00905980035821618,0.004845300429769809,0.012163538889730437,0.009983230610553524,0.007094024788058348,0.005740659176843711,0.0036317037166408686,0.021823074923363158,0.0025324747712490206,0.009314037297890982,0.003619588951619036,0.001524895948841619,0.0019725700506566515,0.004494620906742646,0.0036874622680046305,0.005970984650607085,0.002420170711108679,0.1231275039767611,0.0037345663498729886,1.0,0.004509171403128106,0.004085511852759363,0.008016033305647216,0.009509874432246384,0.015086607241974824,0.006595764372253264,0.005286703242909363,0.01511139555002579,0.008619847664822265,0.00391287104306434,0.00244952196857924,0.004436955008349029,0.010598411731014806,0.007444511494377412,0.004146595641202974,0.006985223390699746,0.006935840892025281,0.002210718411157824,0.010598322540444537,0.006807534051092966,0.007450455109028836,0.013646332168906546,0.0029353189477804124,0.005508427983184431,0.0028896183627180132,0.008551265059751168,0.0052598212262228985,0.0032960721806726523,0.0044373323609292106,0.002821304963020437,0.0036045740488490343,0.005089651361069972,0.006844674765196189,0.005579506706978046,0.004161407676849032,0.003755336750198667,0.005264946234745321,0.003015297820250653,0.0070308284684247
kuroko-no-basket,0.007840235737344292,0.011517816726409492,0.006075785864170572,0.005362403848501239,0.0053208496400337195,0.01785005841102705,0.032105377642794815,0.015671509790938308,0.008723461683794488,0.019996200421757544,0.037391817090131424,0.007187241506194945,0.00797740790139875,0.02187925344391286,0.006593094491190991,0.0039459034179404485,0.0162144187449965,0.004050513623162848,0.007198005411716868,0.009026856723817313,0.0045627934468699055,0.005414424457974124,0.009371405665587635,0.03817418913057034,0.03428417071384992,0.006844913188537937,0.004426995160644307,0.046015130170925206,0.005192754176468635,0.020400742571907875,0.018764886126126926,0.0022605979059370732,0.004458696463701812,0.0061929919493773095,0.005718522168746337,0.008476496101887467,0.016986191147430357,0.009172680874009565,0.01968992636016384,0.004509171403128106,1.0000000000000002,0.008814793950145557,0.005465289101509248,0.004683800279922373,0.011049855636373413,0.0030706666499611996,0.04455085896600009,0.021135705367683274,0.007262364861903161,0.0050389604845348795,0.006173098836997236,0.005184727508079553,0.01522523653930492,0.00854863445126252,0.006071609327061233,0.0070654944772336956,0.007075420668340916,0.0062539294030355365,0.017423489473047477,0.019852636868696108,0.005506259384501619,0.003395098498678749,0.00531926081672451,0.006356225245512872,0.020146949045283555,0.007432428773606281,0.0034481778415550103,0.008967642092690182,0.004130015930752654,0.005489503838165814,0.024943697099877267,0.002828512605247048,0.013427814467289908,0.004328142104081783,0.0037904009234824795,0.004637379645956591,0.006396325971760994,0.025026503155327243,0.011419360355414711
lycoris-recoil,0.01769438420848367,0.008441502441206925,0.011986977348324523,0.0162003914472551,0.008348519538727651,0.026260952363351884,0.004506543596047974,0.0033488727548104122,0.0219082345806688,0.009570374290644062,0.01501098275487832,0.0074096530837474755,0.010756705470215969,0.0076440930448961695,0.017590942938741225,0.007242150171586701,0.031624790520031636,0.01166702849802391,0.02684625873856708,0.06189262922891121,0.052401493632623794,0.010256508317635723,0.013728295282741393,0.005013195312506681,0.005957740296043172,0.009367741690234601,0.014435230656219879,0.006610094155109615,0.005972677824018573,0.03238204243587695,0.020081596903650585,0.002807692993180836,0.005266917561931996,0.011053566950155422,0.021017141459878468,0.011235596499023377,0.005762256631675907,0.020838161663221152,0.007094464424002471,0.004085511852759363,0.008814793950145557,1.0,0.008939769032533684,0.005981071529765938,0.006055563774487051,0.04942451377270801,0.011502977053651706,0.01669251459921963,0.005648226115187946,0.01637120143796187,0.012723841388728192,0.004929271998953193,0.013464680034354989,0.015261878369151972,0.014096484403657497,0.015808773287558593,0.02050503877249425,0.0035026823416699246,0.02050765774862947,0.009731171883294901,0.009748494278697542,0.004001693877743783,0.007367988117389898,0.004329912001172263,0.006851865111637473,0.012270653214129727,0.005262038381462439,0.0036613814161063148,0.011328542282248728,0.004276744823911622,0.005211054638759429,0.005215277373049848,0.013385223470422458,0.012920958744373816,0.017119393531496843,0.004035507413966752,0.013648186987270765,0.006395107742881582,0.017553640902024686
magic-kaito-1412,0.011835639140015796,0.011561780901713843,0.007101226911030081,0.07636447699686344,0.006317127149590443,0.019357364305711847,0.0041334166086419225,0.003532997348218219,0.025887771571693818,0.010072244746508818,0.009677787499113296,0.008523353154017805,0.007645544388649371,0.02225526152440919,0.03276756773261293,0.005910933000227264,0.005277979719095084,0.008586984529957353,0.006675282310784212,0.0120413963524666,0.006240470446080688,0.006619680446184042,0.009494694988868907,0.009155662215130948,0.003824922968315071,0.009605834388609857,0.03634863595196925,0.006599755955015003,0.0035509145384977738,0.028576615889322643,0.004412062077965938,0.0020220544121243352,0.0064736621869004255,0.017361566991317055,0.009332119955784183,0.009314639376575394,0.010604116254904478,0.02822561284095658,0.010079412331096138,0.008016033305647216,0.005465289101509248,0.008939769032533684,1.0,0.010896292010574883,0.007821948300565353,0.00547581135295989,0.01229394098017557,0.019325407228208972,0.006779610266439963,0.00879097385274081,0.006088092954718085,0.007301523842428904,0.01131439200840085,0.013113227797760451,0.008282996968432202,0.021355337726509275,0.015304361035227722,0.0026832917913111923,0.013937655724240576,0.01064625409974603,0.009211314998263435,0.004189939311561836,0.007509491847069888,0.005692495708285734,0.006045838632299069,0.010136693994711392,0.006256498234532811,0.0068137163451819525,0.024482275409997294,0.0035315319041400615,0.004602192903417491,0.008904160430895081,0.020946823284883044,0.013000606271471796,0.006362045673466387,0.0034357253836109812,0.011375177100883146,0.009769963739988624,0.007652773219350245
mahoutsukai-no-yome,0.022559433933887967,0.011058666928927773,0.009878552442149099,0.013686601712011293,0.004588771376831463,0.008161037788077967,0.0032351035556564866,0.003419985740113783,0.013197945668539872,0.008454718308196293,0.0104257193592022,0.0035271366192509783,0.005458373609118693,0.004849424765171102,0.006942971200881201,0.016347422551452242,0.0031669829888066954,0.005467486179531633,0.006374384772957768,0.010018684652865635,0.008458393199831672,0.01808725806397457,0.010799932333861697,0.023629133414647792,0.0035777507399724004,0.010439307601978552,0.008543682916585867,0.005760564185776047,0.004820707530553272,0.013821477654962434,0.005435225139926516,0.0018795919653094466,0.004634610199992341,0.006258276413478867,0.005880788753924475,0.01169537424445316,0.009693014065258188,0.010491063075721195,0.006459657283371698,0.009509874432246384,0.004683800279922373,0.005981071529765938,0.010896292010574883,1.0,0.035594030252777215,0.005644815857677711,0.011906310253923903,0.03288505672051365,0.00867662153607241,0.007314893781935617,0.005686256769541776,0.0042006353217454735,0.019307059957622018,0.01207287993954474,0.01073451529096555,0.01578250272563813,0.01070552646703033,0.0029846471835808085,0.01789666033387953,0.007110611909689535,0.009037950360393348,0.006333985970194977,0.004912471833804475,0.0050718524792943455,0.005890823852920407,0.012685553992044773,0.07891123504388599,0.005330836327845705,0.008399521136807664,0.005714144399211505,0.004788702484024664,0.012539778978647463,0.014652523104406784,0.011733536070741962,0.0069580757328609605,0.0031676234183516446,0.008430950882841511,0.0049819461557583065,0.007797331544004422
maou-gakuin-no-futekigousha,0.023635714078388163,0.007740091755992753,0.0057182585865101785,0.020197961109259806,0.0053128348892726995,0.012318970238565333,0.004681523573800169,0.002412718930406684,0.019187332118617093,0.005067951236393647,0.007984944829204645,0.006559349428124477,0.0030432634823047314,0.009747059454470422,0.007507780042190764,0.03132956038010991,0.0030312324903260563,0.0027706066203619095,0.015496589790804535,0.010681262001350562,0.0033248655109455036,0.010714665590381586,0.015066586558530635,0.015009206646290327,0.018544364136254956,0.0045661909246123185,0.008744527800135486,0.004316156061874798,0.003074423726358859,0.010777611576344236,0.0037776736806322936,0.00125597619868362,0.0048217940261871435,0.00854348052804084,0.007663750786808707,0.009443104645472994,0.006485554199482271,0.008713915751650397,0.005691706032636613,0.015086607241974824,0.011049855636373413,0.006055563774487051,0.007821948300565353,0.035594030252777215,1.0000000000000002,0.004694205330024757,0.007537378675790965,0.016150297665477285,0.0038873036195933987,0.009138385793053169,0.005449793547224757,0.005596148627473984,0.04782518939929537,0.007358045774163437,0.011998856714844902,0.011044005588314787,0.011486486394675711,0.003492819510351917,0.01306051849795269,0.005365349009111974,0.02651248490968344,0.0035426173985023215,0.0070746753331736535,0.0021197194067543662,0.004118244942715788,0.012977034560399968,0.020957041808679053,0.0013862087368264333,0.006133187204990182,0.002568514408206173,0.0018630393328879264,0.007028395129837584,0.025335863058498165,0.013303491790021332,0.006703448904127255,0.003791375251011331,0.0067020687279011225,0.004933191824399016,0.005647679090546253
mawaru-penguindrum,0.010778284211957123,0.00904022077293269,0.011974933685336772,0.00514529967026585,0.015910497172682853,0.007708199663765333,0.005678415324000902,0.0030671549678494715,0.012341227720053173,0.008722062196529453,0.015519369456537374,0.006395533207092443,0.00835155647719739,0.006130026523397775,0.0058907114219131146,0.002647864441232667,0.002762204055471002,0.005568314966083918,0.02140042817124375,0.006259665374223087,0.00402107141787014,0.00504695820178198,0.005866586788965598,0.014845630152870644,0.0045095529057281765,0.008437667343562522,0.004282538788408498,0.007153926403786382,0.003571860106723945,0.009046695029065365,0.004159470984759117,0.002251997540871726,0.004002249503691123,0.00948680781224525,0.005257506596914827,0.004948787231102462,0.02198633645851318,0.009306370673938243,0.03979184702381548,0.006595764372253264,0.0030706666499611996,0.04942451377270801,0.00547581135295989,0.005644815857677711,0.004694205330024757,1.0,0.008395433873381153,0.013693621966417026,0.006864262619347271,0.004494763588730808,0.011111868881531664,0.005235970076077618,0.006597416324152248,0.017551171712738314,0.005495453153090704,0.007688412730113891,0.007297525191533477,0.002197359172479512,0.01123289100627636,0.007272724786052744,0.007186726113947172,0.005101233746968285,0.00431430924991467,0.011381549631218091,0.007943400852240955,0.018451653961862702,0.003808805004963681,0.004474029509918157,0.008318955331853818,0.00518876492371375,0.0045553227222884084,0.00435833431888369,0.014497488885916513,0.007928461297546706,0.00902501281148959,0.0028250982559274895,0.006874648088311722,0.00644481672943623,0.006280308948460094
